Ctrl4,Ctrl5,Ctrl6,pyg4,pyg5,pyg6
WBGene00175019,0,0,0,0,0,0
WBGene00175020,0,0,0,0,0,0
WBGene00175021,0,0,0,0,0,0
WBGene00175022,0,0,0,0,0,0
WBGene00175023,0,0,0,0,0,0
WBGene00175024,0,0,0,0,0,0
WBGene00175025,2,1,0,4,3,1
WBGene00175027,15,11,7,28,10,6
WBGene00175028,1,0,0,0,1,0
WBGene00175029,0,0,0,0,0,0
WBGene00175030,433,365,304,604,334,192
WBGene00175031,60,34,67,30,50,35
WBGene00175034,8,1,4,7,4,3
WBGene00175035,19,16,29,17,17,9
WBGene00175036,5,3,2,4,2,3
WBGene00184956,4,1,0,2,0,0
WBGene00184990,281,218,162,280,189,136
WBGene00185001,177,130,158,197,152,105
WBGene00185002,369,274,260,646,228,172
WBGene00185005,63,51,78,30,57,30
WBGene00185006,6,2,1,2,8,6
WBGene00185014,536,362,526,409,439,185
WBGene00185048,153,128,109,104,132,71
WBGene00185055,83,72,47,49,63,34
WBGene00185067,616,445,483,491,538,305
WBGene00185075,3,5,3,4,2,2
WBGene00185076,72,66,117,40,85,59
WBGene00185077,6,4,1,6,0,2
WBGene00185078,513,339,389,425,353,184
WBGene00185079,343,198,217,296,220,132
WBGene00185086,605,443,430,857,413,261
WBGene00185088,155,115,87,221,109,64
WBGene00185089,142,97,85,176,66,56
WBGene00185092,205,150,188,171,164,88
WBGene00185093,2,0,0,0,0,0
WBGene00185095,3,5,4,1,2,2
WBGene00185096,0,0,0,0,0,0
WBGene00185097,11,4,9,3,9,2
WBGene00185098,88,48,67,79,67,38
WBGene00185100,0,0,0,0,0,0
WBGene00185101,0,0,0,0,0,0
WBGene00185102,8,10,6,2,10,5
WBGene00185116,0,1,0,0,1,1
WBGene00185117,9,13,15,4,11,5
WBGene00185118,104,104,135,59,146,80
WBGene00185119,1,2,1,2,1,0
WBGene00189930,0,0,0,0,0,0
WBGene00189931,0,1,1,0,0,2
WBGene00189932,1,1,2,0,5,1
WBGene00189933,7,3,1,6,1,1
WBGene00189937,0,0,0,0,0,0
WBGene00189943,9,0,1,3,5,1
WBGene00189944,7,5,7,14,5,2
WBGene00189946,0,0,0,0,0,0
WBGene00189947,0,0,1,1,1,0
WBGene00189948,0,2,2,6,1,2
WBGene00189949,500,480,612,151,718,347
WBGene00189950,3,10,8,18,15,2
WBGene00189951,46,38,28,40,33,22
WBGene00189952,38,15,29,29,21,13
WBGene00189953,1,1,3,3,2,1
WBGene00189954,9,8,4,26,15,3
WBGene00189955,0,1,0,0,0,0
WBGene00189956,109,69,84,92,90,25
WBGene00189957,0,0,1,0,0,0
WBGene00189958,274,202,189,249,208,134
WBGene00189961,1,11,5,1,5,4
WBGene00189964,0,0,0,0,0,0
WBGene00189966,0,0,0,0,0,0
WBGene00189967,0,0,0,0,0,0
WBGene00189968,0,0,0,0,0,0
WBGene00189969,0,0,0,1,0,0
WBGene00189970,1,0,0,0,0,0
WBGene00189971,0,0,0,0,0,0
WBGene00189972,0,0,0,0,0,0
WBGene00189973,0,0,0,0,0,0
WBGene00189974,0,0,0,0,0,0
WBGene00189975,0,0,0,0,0,0
WBGene00189976,0,0,0,0,0,0
WBGene00189977,0,0,0,0,0,0
WBGene00189978,1,3,1,1,2,0
WBGene00189979,0,0,1,0,0,2
WBGene00189980,2,0,2,0,1,1
WBGene00189981,1,2,3,1,4,2
WBGene00189982,0,0,0,0,0,0
WBGene00189983,0,0,0,0,0,0
WBGene00189984,0,0,0,0,0,0
WBGene00189985,0,0,0,0,0,0
WBGene00189986,4,2,4,1,2,1
WBGene00189987,3,1,2,4,1,2
WBGene00189993,7,9,8,6,6,4
WBGene00189995,18,7,16,11,14,5
WBGene00194641,499,431,529,211,527,289
WBGene00194642,110,111,110,67,135,68
WBGene00194643,7,6,10,0,11,2
WBGene00194644,5,12,4,11,3,1
WBGene00194645,0,0,0,0,0,1
WBGene00194646,0,0,0,0,0,0
WBGene00194647,1,1,6,0,3,2
WBGene00194649,27,10,18,14,20,9
WBGene00194650,201,164,331,193,233,141
WBGene00194651,380,352,340,583,355,195
WBGene00194652,5,3,16,7,11,5
WBGene00194653,0,3,1,1,2,2
WBGene00194654,4,4,4,1,4,2
WBGene00194656,1,0,1,0,0,1
WBGene00194657,6,4,3,4,2,0
WBGene00194658,58,26,15,42,29,6
WBGene00194659,26,26,29,14,40,26
WBGene00194660,6,8,6,6,4,2
WBGene00194661,0,0,2,1,1,0
WBGene00194663,61,50,63,34,47,24
WBGene00194664,16,11,18,5,10,4
WBGene00194665,26,42,31,18,29,11
WBGene00194666,0,0,0,0,0,0
WBGene00194667,2,6,2,14,3,2
WBGene00194668,0,0,0,0,0,0
WBGene00194669,1,0,0,0,1,0
WBGene00194670,7,4,5,10,10,1
WBGene00194672,0,0,0,0,0,1
WBGene00194673,0,0,0,0,0,0
WBGene00194674,4236,4065,5172,1224,5048,2064
WBGene00194675,4,3,3,4,3,3
WBGene00194676,3,8,4,8,4,3
WBGene00194677,3,5,2,3,8,7
WBGene00194678,3,4,3,2,2,2
WBGene00194679,36,17,16,42,24,6
WBGene00194680,9,7,13,7,8,4
WBGene00194681,0,0,0,0,0,0
WBGene00194682,0,0,0,0,0,0
WBGene00194683,7,7,2,9,3,2
WBGene00194684,1,1,1,3,0,1
WBGene00194686,0,0,0,0,0,0
WBGene00194687,45,30,32,28,45,42
WBGene00194689,6,6,2,2,0,1
WBGene00194690,0,0,0,2,0,0
WBGene00194691,14,8,6,2,6,4
WBGene00194692,74,40,35,32,32,20
WBGene00194695,629,422,526,557,448,296
WBGene00194696,8,7,10,1,8,4
WBGene00194697,6,4,9,0,7,6
WBGene00194698,1,0,0,0,0,0
WBGene00194699,22,10,16,29,14,8
WBGene00194700,45,17,46,6,28,28
WBGene00194701,2,1,2,1,2,1
WBGene00194702,2,0,1,1,0,1
WBGene00194703,145,72,116,26,104,92
WBGene00194704,0,0,0,0,0,0
WBGene00194705,13,12,9,13,8,7
WBGene00194706,255,229,221,425,207,105
WBGene00194707,499,322,357,664,343,193
WBGene00194708,169,129,163,138,171,76
WBGene00194710,2,1,4,1,1,2
WBGene00194711,5,4,3,3,1,1
WBGene00194712,1,1,0,0,0,0
WBGene00194713,192,121,114,171,117,47
WBGene00194714,0,0,0,3,0,1
WBGene00194715,3,1,4,0,0,3
WBGene00194716,3,4,3,2,6,0
WBGene00194717,632,484,580,497,550,212
WBGene00194725,3,4,5,5,3,1
WBGene00194726,65,34,55,43,62,29
WBGene00194727,8,0,2,0,2,1
WBGene00194729,9,2,6,5,4,2
WBGene00194730,2,1,1,5,4,1
WBGene00194731,9,12,11,2,11,4
WBGene00194733,3,1,0,0,2,0
WBGene00194734,0,1,1,1,0,0
WBGene00194735,1,1,4,1,4,0
WBGene00194736,0,0,0,0,0,0
WBGene00194737,0,0,1,1,2,0
WBGene00194738,3,1,1,3,3,0
WBGene00194742,42,37,40,28,39,14
WBGene00194744,1,2,1,0,4,1
WBGene00194746,21,12,10,17,8,10
WBGene00194747,65,62,65,40,78,27
WBGene00194748,3,3,1,0,4,2
WBGene00194759,0,0,0,0,0,0
WBGene00194762,4,0,13,13,5,7
WBGene00194768,1,0,0,0,0,0
WBGene00194769,96,56,122,135,94,60
WBGene00194771,0,0,0,0,2,1
WBGene00194780,0,0,0,0,1,0
WBGene00194783,3,3,5,6,3,4
WBGene00194784,1,1,0,1,1,2
WBGene00194785,2,2,1,2,2,1
WBGene00194786,0,0,0,0,0,0
WBGene00194787,9,3,4,3,8,9
WBGene00194788,8,5,8,2,8,6
WBGene00194792,0,0,0,0,0,0
WBGene00194793,23,28,22,16,26,21
WBGene00194794,135,116,113,184,149,77
WBGene00194795,0,2,1,1,0,2
WBGene00194799,0,0,0,0,2,0
WBGene00194800,18,5,12,11,20,5
WBGene00194801,0,2,0,0,1,0
WBGene00194802,2,0,0,0,0,0
WBGene00194803,2,10,4,17,5,1
WBGene00194804,0,0,0,0,0,0
WBGene00194805,0,0,0,0,0,0
WBGene00194806,0,0,0,0,0,0
WBGene00194807,0,0,0,0,0,0
WBGene00194808,0,0,1,0,0,0
WBGene00194809,0,0,0,0,0,0
WBGene00194810,0,0,0,1,0,1
WBGene00194811,7,0,2,5,2,3
WBGene00194812,93,45,72,76,50,25
WBGene00194813,1,0,0,0,0,0
WBGene00194814,59,41,36,22,55,27
WBGene00194815,138,88,95,201,79,62
WBGene00194816,45,14,37,13,13,14
WBGene00194821,12,13,22,3,15,4
WBGene00194822,0,0,0,0,0,0
WBGene00194823,0,0,0,0,0,0
WBGene00194824,0,0,0,0,0,0
WBGene00194825,0,0,0,0,0,0
WBGene00194826,0,0,0,0,0,0
WBGene00194827,1,0,1,0,0,0
WBGene00194828,0,0,0,0,0,0
WBGene00194829,0,0,0,0,0,0
WBGene00194830,0,0,0,0,0,0
WBGene00194831,0,0,0,0,0,0
WBGene00194832,1,1,0,5,1,0
WBGene00194833,1,0,0,0,0,0
WBGene00194834,0,0,0,0,0,0
WBGene00194835,2,5,2,2,6,0
WBGene00194836,54,51,47,20,56,38
WBGene00194839,8,3,4,3,5,4
WBGene00194840,0,0,0,0,0,0
WBGene00194841,0,0,0,0,0,0
WBGene00194842,6,3,1,1,0,0
WBGene00194843,0,0,0,0,2,0
WBGene00194844,1,0,2,0,0,0
WBGene00194847,1,2,0,1,0,1
WBGene00194848,13,12,10,7,10,3
WBGene00194849,99,100,84,35,111,56
WBGene00194850,6,4,2,2,2,2
WBGene00194851,16,16,27,7,23,18
WBGene00194852,55,50,29,85,33,24
WBGene00194853,1,1,2,5,0,0
WBGene00194854,0,1,0,0,0,0
WBGene00194855,53,27,39,22,51,14
WBGene00194856,0,0,0,0,0,0
WBGene00194861,36,25,16,37,20,10
WBGene00194864,7,1,10,3,5,8
WBGene00194865,0,0,0,0,0,0
WBGene00194866,5,3,4,3,2,2
WBGene00194867,0,1,0,0,1,0
WBGene00194868,0,0,1,0,0,0
WBGene00194869,19,16,7,5,10,7
WBGene00194870,0,1,3,3,1,1
WBGene00194871,0,0,0,0,0,0
WBGene00194883,14,14,9,8,10,5
WBGene00194884,0,0,0,0,0,0
WBGene00194885,0,0,0,0,0,0
WBGene00194886,4,5,6,0,0,2
WBGene00194888,5,1,1,1,3,2
WBGene00194890,0,0,0,0,0,0
WBGene00194891,5,0,1,0,1,0
WBGene00194892,549,356,349,824,355,246
WBGene00194894,8,8,9,3,2,2
WBGene00194895,1,1,0,7,2,0
WBGene00194896,7,4,1,2,2,2
WBGene00194898,0,2,1,1,1,0
WBGene00194902,9,10,8,13,14,4
WBGene00194904,0,0,0,0,0,0
WBGene00194905,13,13,13,12,18,5
WBGene00194906,92,70,76,129,77,49
WBGene00194907,0,0,1,0,0,1
WBGene00194908,606,507,605,518,647,289
WBGene00194909,21,17,19,7,19,10
WBGene00194910,14,5,6,3,10,1
WBGene00194912,15,19,28,8,21,13
WBGene00194913,0,0,0,0,0,0
WBGene00194914,0,2,0,0,3,0
WBGene00194915,14,8,14,19,13,8
WBGene00194916,2,1,0,2,1,0
WBGene00194917,1,2,2,0,1,0
WBGene00194918,2,3,2,2,0,1
WBGene00194919,0,1,2,1,2,0
WBGene00194920,0,0,0,0,0,0
WBGene00194921,47,32,27,24,30,24
WBGene00194922,1,0,0,0,1,0
WBGene00194923,1,1,0,0,0,0
WBGene00194924,0,0,0,0,1,0
WBGene00194925,48,22,20,39,28,14
WBGene00194926,151,137,126,124,119,67
WBGene00194927,0,0,0,0,0,0
WBGene00194928,21,26,21,16,13,4
WBGene00194929,2,0,0,4,1,0
WBGene00194930,0,0,0,0,0,0
WBGene00194931,0,0,0,0,0,0
WBGene00194932,2,0,5,2,2,0
WBGene00194933,0,0,0,0,0,0
WBGene00194934,92,77,112,65,81,32
WBGene00194935,7,1,5,3,9,5
WBGene00194939,8,9,15,7,13,3
WBGene00194940,2,1,1,1,0,0
WBGene00194945,0,0,0,0,0,0
WBGene00194949,106,128,84,196,103,83
WBGene00194951,0,0,0,0,0,0
WBGene00194952,6,2,3,6,2,1
WBGene00194955,13,14,12,16,9,8
WBGene00194956,64,27,31,63,41,28
WBGene00194957,1,0,1,2,0,0
WBGene00194981,45,15,25,45,22,21
WBGene00194982,1,9,3,4,7,11
WBGene00194983,1,4,7,4,3,3
WBGene00194984,0,0,0,0,0,0
WBGene00194985,147,134,129,120,119,58
WBGene00194986,442,309,359,536,344,209
WBGene00194987,0,0,0,0,0,0
WBGene00194988,0,0,0,0,0,0
WBGene00194989,0,0,0,0,0,0
WBGene00194990,0,0,0,0,0,0
WBGene00194991,0,0,0,0,0,0
WBGene00194992,0,0,0,0,0,0
WBGene00194993,0,0,0,0,0,0
WBGene00194994,0,0,0,0,0,0
WBGene00194995,0,0,0,0,0,0
WBGene00194996,0,0,0,0,0,0
WBGene00194997,0,3,0,0,0,0
WBGene00194998,24,11,15,32,21,11
WBGene00194999,0,2,0,4,1,0
WBGene00195000,0,0,0,0,0,0
WBGene00195001,0,0,0,0,0,0
WBGene00195002,0,0,0,0,0,0
WBGene00195003,0,0,0,0,1,0
WBGene00195004,4,3,6,4,5,2
WBGene00195005,5,7,5,4,7,5
WBGene00195006,1,5,1,1,1,1
WBGene00195007,0,0,0,0,0,0
WBGene00195008,0,0,0,0,0,0
WBGene00195009,6,2,1,5,1,1
WBGene00195010,4,4,5,1,3,0
WBGene00195011,9,4,5,2,5,6
WBGene00195012,1,0,0,1,1,0
WBGene00195014,0,0,0,0,0,0
WBGene00195015,0,0,0,0,0,0
WBGene00195016,16,6,17,10,9,20
WBGene00195017,11,10,5,8,10,12
WBGene00195018,0,0,0,0,0,0
WBGene00195019,0,0,0,0,0,0
WBGene00195020,0,0,0,0,0,0
WBGene00195021,0,0,0,0,0,1
WBGene00195022,0,0,0,0,0,0
WBGene00195023,6,8,7,3,7,7
WBGene00195024,23,34,50,21,25,17
WBGene00195025,7,6,12,3,12,4
WBGene00195026,0,0,0,0,0,0
WBGene00195027,0,0,0,0,0,0
WBGene00195028,0,0,0,0,0,0
WBGene00195029,0,0,0,0,0,0
WBGene00195030,0,0,0,0,0,0
WBGene00195031,0,0,0,0,0,0
WBGene00195032,10,5,6,1,3,4
WBGene00195033,6,0,1,3,0,1
WBGene00195034,48,31,49,33,51,22
WBGene00195035,0,0,0,0,0,0
WBGene00195036,0,2,1,0,0,0
WBGene00195037,0,0,0,0,0,0
WBGene00195038,0,0,0,0,0,0
WBGene00195039,0,0,0,0,0,0
WBGene00195040,0,0,0,0,0,0
WBGene00195043,0,0,0,0,0,0
WBGene00195045,0,1,0,2,1,0
WBGene00195046,1,3,2,1,0,0
WBGene00195048,1,0,0,4,1,0
WBGene00195049,0,0,0,0,0,0
WBGene00195050,12,20,27,13,19,16
WBGene00195051,2,2,0,2,1,0
WBGene00195056,5,3,8,5,8,12
WBGene00195057,3,1,2,0,1,0
WBGene00195058,0,0,1,0,0,0
WBGene00195059,0,0,0,0,1,0
WBGene00195060,70,71,76,22,110,56
WBGene00195061,0,1,1,0,0,2
WBGene00195063,318,234,243,243,227,154
WBGene00195064,0,0,0,0,0,0
WBGene00195065,1,3,4,0,0,0
WBGene00195067,2,0,2,0,0,0
WBGene00195068,0,0,0,2,0,1
WBGene00195069,5,5,2,5,8,3
WBGene00195070,24,17,21,31,25,14
WBGene00195071,4,10,6,14,5,5
WBGene00195072,9,3,11,0,8,2
WBGene00195073,32,25,32,22,46,23
WBGene00195077,5,6,2,7,1,4
WBGene00195081,13,11,17,15,18,4
WBGene00195084,4,12,6,4,9,5
WBGene00195085,459,278,475,680,287,238
WBGene00195086,15,22,24,18,14,12
WBGene00195093,1077,810,741,1659,743,587
WBGene00195117,0,0,0,0,0,0
WBGene00195142,38,30,32,27,35,14
WBGene00195143,29,26,23,10,19,6
WBGene00195144,0,0,0,2,0,0
WBGene00195145,0,0,0,0,0,0
WBGene00195146,51,31,36,25,56,32
WBGene00195147,13,8,13,10,19,12
WBGene00195148,0,1,0,0,0,0
WBGene00195149,1,3,2,0,2,0
WBGene00195150,8,8,0,5,2,5
WBGene00195151,201,148,161,185,200,125
WBGene00195154,5,0,0,3,1,0
WBGene00195155,9,5,7,16,8,5
WBGene00195157,6,2,1,1,2,1
WBGene00195158,1,1,0,0,2,0
WBGene00195159,5,1,2,3,0,3
WBGene00195160,0,0,0,0,1,1
WBGene00195164,8,2,8,1,5,3
WBGene00195165,11,4,8,27,10,5
WBGene00195166,27,18,17,21,14,9
WBGene00195168,2,0,0,2,0,0
WBGene00195169,24,6,13,20,9,6
WBGene00195170,8,6,10,9,5,2
WBGene00195171,0,0,0,0,0,0
WBGene00195172,0,0,0,0,0,0
WBGene00195174,1,0,0,0,0,0
WBGene00195175,504,419,442,556,410,263
WBGene00195176,202,174,185,160,174,100
WBGene00195177,38,28,16,70,19,17
WBGene00195178,26,9,19,5,9,8
WBGene00195179,10,18,27,11,19,8
WBGene00195180,8,7,11,1,5,0
WBGene00195181,1,0,0,0,0,0
WBGene00195182,1,3,2,2,4,4
WBGene00195183,120,113,140,104,144,91
WBGene00195184,11,15,22,10,28,25
WBGene00195185,56,37,67,37,61,33
WBGene00195186,65,30,45,77,38,24
WBGene00195188,0,0,0,0,0,0
WBGene00195189,173,132,169,106,194,91
WBGene00195190,1,6,0,2,3,5
WBGene00195192,0,0,0,0,1,0
WBGene00195208,0,2,4,0,2,0
WBGene00195209,30,39,21,9,31,17
WBGene00195210,1,0,1,0,0,1
WBGene00195211,2,0,0,0,1,0
WBGene00195212,9,6,9,4,14,4
WBGene00195213,5,8,9,2,2,1
WBGene00195214,3,5,2,14,4,4
WBGene00195215,2,1,0,0,0,0
WBGene00195226,11,3,2,3,4,4
WBGene00195227,9,2,5,0,4,2
WBGene00195228,0,0,0,0,0,0
WBGene00195229,0,0,0,0,0,0
WBGene00195230,0,0,0,0,0,0
WBGene00195231,0,0,0,0,0,0
WBGene00195232,0,0,0,0,0,0
WBGene00195233,0,0,0,0,0,0
WBGene00195234,0,0,0,0,0,0
WBGene00195235,1,1,1,1,1,0
WBGene00195236,0,0,0,0,0,0
WBGene00195237,0,0,0,0,0,0
WBGene00195238,1,0,0,3,0,0
WBGene00195239,372,244,241,273,275,163
WBGene00195240,9,11,10,5,18,9
WBGene00195241,4,2,2,6,4,0
WBGene00195242,1,0,0,1,0,2
WBGene00195243,0,0,1,0,0,0
WBGene00195244,13,15,13,27,11,7
WBGene00195245,0,0,0,0,0,0
WBGene00195246,14,12,12,6,13,8
WBGene00195247,3,1,5,2,3,2
WBGene00195248,289,196,225,133,224,222
WBGene00195249,1,2,5,1,2,0
WBGene00195250,3,3,7,4,9,8
WBGene00195252,1,0,1,0,1,0
WBGene00195253,37,43,39,58,37,12
WBGene00195254,39,28,38,32,26,18
WBGene00195255,24,22,26,14,27,8
WBGene00195256,0,0,0,0,1,0
WBGene00195257,7,1,1,1,0,2
WBGene00195258,0,0,0,0,0,0
WBGene00195259,0,0,0,0,0,0
WBGene00195260,0,0,0,0,0,0
WBGene00195261,0,0,0,0,0,0
WBGene00195262,0,0,0,0,0,0
WBGene00195263,0,0,0,1,0,0
WBGene00195264,0,0,0,0,0,0
WBGene00195265,0,0,0,0,0,0
WBGene00195266,0,0,0,0,0,0
WBGene00195267,1,3,3,2,1,0
WBGene00195268,0,0,0,0,0,0
WBGene00195269,0,0,0,0,0,0
WBGene00195270,0,0,0,0,0,0
WBGene00195271,0,0,0,0,2,0
WBGene00195272,0,0,0,0,0,0
WBGene00195273,0,0,0,0,0,0
WBGene00195274,0,0,0,0,0,0
WBGene00195275,0,1,1,0,0,0
WBGene00195276,0,1,0,0,0,0
WBGene00195277,0,0,0,0,0,0
WBGene00195278,1,0,0,0,0,0
WBGene00195279,0,0,0,0,0,0
WBGene00195280,0,0,0,0,0,0
WBGene00195281,0,0,0,0,0,0
WBGene00195282,0,0,0,0,0,0
WBGene00195283,0,0,0,0,0,0
WBGene00195284,0,0,0,0,0,0
WBGene00195285,0,0,0,0,0,0
WBGene00195286,0,0,0,0,1,1
WBGene00195287,0,0,0,0,0,1
WBGene00195288,0,0,0,0,0,0
WBGene00195289,0,0,0,0,0,0
WBGene00195290,0,0,0,0,0,0
WBGene00195291,0,0,0,0,0,0
WBGene00195292,0,0,0,0,0,0
WBGene00195293,0,0,0,0,0,0
WBGene00195294,0,1,0,0,0,0
WBGene00195295,0,0,0,0,0,0
WBGene00195296,0,0,0,0,0,0
WBGene00195297,0,0,0,0,0,0
WBGene00195298,0,0,0,0,0,0
WBGene00195299,0,0,0,0,1,0
WBGene00195300,0,0,0,0,0,0
WBGene00195301,0,1,0,0,0,0
WBGene00195302,1,0,0,0,0,0
WBGene00195303,0,0,0,0,0,0
WBGene00195304,0,0,0,0,0,0
WBGene00195305,0,0,0,0,0,0
WBGene00195306,0,0,0,0,0,0
WBGene00195307,0,0,0,0,0,0
WBGene00195308,0,0,0,0,0,0
WBGene00195309,0,0,0,0,0,0
WBGene00195310,0,0,0,0,0,0
WBGene00195311,0,0,0,0,0,0
WBGene00195312,0,0,0,0,0,0
WBGene00195313,0,0,0,0,0,0
WBGene00195314,0,1,0,0,0,0
WBGene00195315,0,0,0,0,0,0
WBGene00195316,0,0,0,0,0,0
WBGene00195317,0,0,0,0,0,0
WBGene00195318,0,0,0,0,0,0
WBGene00195319,0,0,0,0,0,0
WBGene00195320,0,0,0,0,0,0
WBGene00195321,0,0,0,0,0,0
WBGene00195322,0,0,0,0,0,1
WBGene00195323,0,0,0,0,0,0
WBGene00195324,0,1,0,0,0,0
WBGene00195325,0,0,0,0,0,0
WBGene00195326,2,1,0,2,4,2
WBGene00195327,0,0,0,0,0,0
WBGene00195328,0,0,0,0,0,0
WBGene00195329,0,0,0,0,0,0
WBGene00195330,0,0,1,0,0,0
WBGene00195331,0,0,0,0,0,0
WBGene00195332,0,0,0,0,0,0
WBGene00195333,0,0,0,0,0,0
WBGene00195334,0,0,0,0,0,0
WBGene00195335,0,0,0,0,0,0
WBGene00195336,0,0,0,0,0,0
WBGene00195337,0,0,0,0,0,0
WBGene00195338,0,0,0,1,0,1
WBGene00195339,0,0,0,0,0,0
WBGene00195340,0,0,0,0,0,0
WBGene00195341,0,0,0,0,0,0
WBGene00195342,0,0,0,0,0,0
WBGene00195343,0,0,0,0,0,0
WBGene00195344,0,0,0,0,0,0
WBGene00195345,0,0,0,0,0,0
WBGene00195346,0,0,0,0,0,0
WBGene00195347,0,0,0,0,0,0
WBGene00195348,0,0,0,0,0,0
WBGene00195349,0,0,0,0,0,0
WBGene00195350,0,0,0,0,0,0
WBGene00195351,0,0,0,0,0,0
WBGene00195352,0,0,0,0,0,0
WBGene00195353,0,0,0,0,0,0
WBGene00195354,0,0,0,0,0,0
WBGene00195355,0,0,0,0,0,0
WBGene00195356,0,0,0,0,0,0
WBGene00195357,0,0,0,0,0,0
WBGene00195358,1,0,1,0,0,0
WBGene00195359,0,0,0,0,0,1
WBGene00195360,0,0,0,0,0,0
WBGene00195361,0,0,0,0,0,0
WBGene00195362,0,1,0,0,0,0
WBGene00195363,0,0,0,5,1,1
WBGene00195364,0,0,0,0,0,0
WBGene00195365,0,1,0,1,0,0
WBGene00195366,2,0,0,0,0,0
WBGene00195367,0,0,0,0,0,0
WBGene00195368,1,0,0,0,0,1
WBGene00195369,0,0,0,0,0,0
WBGene00195370,8,3,3,9,4,4
WBGene00195371,0,0,0,0,0,0
WBGene00195372,0,0,1,4,1,0
WBGene00195373,0,0,0,0,0,0
WBGene00195374,1,3,11,3,3,2
WBGene00195375,0,1,0,0,0,0
WBGene00195376,0,0,0,0,0,0
WBGene00195377,0,0,0,0,0,0
WBGene00195378,0,0,0,0,0,0
WBGene00195379,0,0,0,0,0,0
WBGene00195380,0,0,0,0,0,0
WBGene00195381,0,0,0,0,0,0
WBGene00195382,0,0,0,0,0,0
WBGene00195383,3,1,0,1,0,0
WBGene00195384,0,0,0,0,0,0
WBGene00195385,4,0,1,1,1,0
WBGene00195386,0,0,4,1,1,1
WBGene00195387,0,0,0,0,0,0
WBGene00195388,0,0,0,0,0,0
WBGene00195389,0,0,0,1,0,0
WBGene00195390,0,0,2,7,0,1
WBGene00195391,0,0,0,0,0,0
WBGene00195392,0,0,0,0,0,0
WBGene00195393,0,0,0,0,0,0
WBGene00195394,1,0,0,0,0,0
WBGene00195395,0,0,0,0,0,0
WBGene00195396,0,0,0,0,0,0
WBGene00195397,0,0,0,0,0,0
WBGene00195398,0,0,0,0,0,0
WBGene00195399,0,2,1,0,0,0
WBGene00195400,0,0,0,0,0,0
WBGene00195401,2,0,0,0,0,1
WBGene00195402,0,0,0,0,0,0
WBGene00195403,0,0,0,0,0,0
WBGene00195404,0,0,0,0,0,0
WBGene00195405,0,0,0,2,0,0
WBGene00195406,0,0,0,0,0,0
WBGene00195407,1,1,0,0,0,0
WBGene00195408,0,2,1,2,0,1
WBGene00195409,0,0,0,0,0,0
WBGene00195410,0,0,1,1,1,0
WBGene00195411,0,0,0,0,0,0
WBGene00195412,0,0,0,0,0,0
WBGene00195413,0,0,1,0,0,0
WBGene00195414,0,0,2,2,0,0
WBGene00195415,0,0,0,0,0,0
WBGene00195416,0,0,0,0,1,0
WBGene00195417,0,0,0,0,0,0
WBGene00195418,0,0,0,0,0,0
WBGene00195419,0,0,0,0,0,0
WBGene00195420,0,0,0,0,0,0
WBGene00195421,0,0,0,2,1,0
WBGene00195422,0,0,1,0,0,0
WBGene00195423,0,0,0,0,0,0
WBGene00195424,0,0,0,0,0,0
WBGene00195425,0,1,1,4,1,0
WBGene00195426,0,1,1,0,2,0
WBGene00195427,0,0,0,0,0,0
WBGene00195428,0,0,0,0,0,0
WBGene00195429,0,0,0,0,0,0
WBGene00195430,0,0,0,0,0,0
WBGene00195431,0,0,0,0,0,0
WBGene00195432,1,0,0,1,0,0
WBGene00195433,0,0,0,0,0,0
WBGene00195434,0,0,0,0,0,0
WBGene00195435,0,0,0,0,0,0
WBGene00195436,1,0,0,0,0,0
WBGene00195437,0,0,0,0,0,0
WBGene00195438,0,0,0,0,0,0
WBGene00195439,0,1,0,0,0,0
WBGene00195440,0,0,0,0,0,0
WBGene00195441,0,0,0,0,0,0
WBGene00195442,0,0,0,0,0,0
WBGene00195443,0,0,0,0,0,0
WBGene00195444,0,0,0,0,0,0
WBGene00195445,0,0,0,0,0,0
WBGene00195446,0,0,0,0,0,0
WBGene00195447,0,0,0,0,0,0
WBGene00195448,0,0,0,0,0,0
WBGene00195449,0,0,0,0,0,0
WBGene00195450,1,0,0,0,1,0
WBGene00195451,0,0,0,0,0,0
WBGene00195452,0,1,0,0,0,0
WBGene00195453,0,0,2,0,0,0
WBGene00195454,0,1,0,0,0,0
WBGene00195455,0,1,1,0,1,0
WBGene00195456,1,0,0,0,0,0
WBGene00195457,0,0,0,0,0,0
WBGene00195458,0,0,0,0,0,0
WBGene00195459,0,0,0,0,1,0
WBGene00195460,0,0,0,0,0,0
WBGene00195461,0,0,0,0,0,0
WBGene00195462,0,0,0,0,0,0
WBGene00195463,0,0,0,0,0,0
WBGene00195464,0,0,0,0,0,0
WBGene00195465,0,0,0,0,0,0
WBGene00195466,0,0,0,0,0,0
WBGene00195467,0,0,0,0,0,0
WBGene00195468,0,0,1,1,0,0
WBGene00195469,0,0,0,0,0,0
WBGene00195470,0,0,0,0,0,0
WBGene00195471,0,0,0,0,0,0
WBGene00195472,0,0,1,0,0,0
WBGene00195473,0,0,0,0,0,0
WBGene00195474,0,0,0,0,0,0
WBGene00195475,0,0,0,0,0,0
WBGene00195476,0,0,0,0,0,0
WBGene00195477,0,0,0,0,0,0
WBGene00195478,0,0,0,0,0,0
WBGene00195479,0,0,0,0,0,0
WBGene00195480,0,0,0,3,0,0
